date,region_level,region,variable,value,source
2020-01-02,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-02,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-02,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-02,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-02,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-02,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-02,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-02,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-02,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-02,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-02,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-02,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-02,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-02,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-02,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-02,hospital_district,Åland,cases,0.0,THL
2020-01-03,hospital_district,All areas,cases,0.0,THL
2020-01-03,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-03,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-03,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-03,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-03,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-03,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-03,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-03,hospital_district,Åland,cases,0.0,THL
2020-01-04,hospital_district,All areas,cases,0.0,THL
2020-01-04,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-04,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-04,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-04,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-04,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-04,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-04,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-04,hospital_district,Åland,cases,0.0,THL
2020-01-05,hospital_district,All areas,cases,0.0,THL
2020-01-05,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-05,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-05,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-05,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-05,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-05,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-05,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-05,hospital_district,Åland,cases,0.0,THL
2020-01-06,hospital_district,All areas,cases,0.0,THL
2020-01-06,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-06,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-06,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-06,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-06,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-06,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-06,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-06,hospital_district,Åland,cases,0.0,THL
2020-01-07,hospital_district,All areas,cases,0.0,THL
2020-01-07,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-07,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-07,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-07,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-07,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-07,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-07,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-07,hospital_district,Åland,cases,0.0,THL
2020-01-08,hospital_district,All areas,cases,0.0,THL
2020-01-08,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-08,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-08,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-08,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-08,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-08,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-08,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-08,hospital_district,Åland,cases,0.0,THL
2020-01-09,hospital_district,All areas,cases,0.0,THL
2020-01-09,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-09,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-09,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-09,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-09,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-09,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-09,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-09,hospital_district,Åland,cases,0.0,THL
2020-01-10,hospital_district,All areas,cases,0.0,THL
2020-01-10,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-10,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-10,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-10,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-10,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-10,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-10,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-10,hospital_district,Åland,cases,0.0,THL
2020-01-11,hospital_district,All areas,cases,0.0,THL
2020-01-11,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-11,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-11,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-11,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-11,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-11,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-11,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-11,hospital_district,Åland,cases,0.0,THL
2020-01-12,hospital_district,All areas,cases,0.0,THL
2020-01-12,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-12,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-12,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-12,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-12,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-12,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-12,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-12,hospital_district,Åland,cases,0.0,THL
2020-01-13,hospital_district,All areas,cases,0.0,THL
2020-01-13,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-13,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-13,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-13,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-13,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-13,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-13,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-13,hospital_district,Åland,cases,0.0,THL
2020-01-14,hospital_district,All areas,cases,0.0,THL
2020-01-14,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-14,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-14,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-14,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-14,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-14,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-14,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-14,hospital_district,Åland,cases,0.0,THL
2020-01-15,hospital_district,All areas,cases,0.0,THL
2020-01-15,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-15,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-15,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-15,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-15,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-15,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-15,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-15,hospital_district,Åland,cases,0.0,THL
2020-01-16,hospital_district,All areas,cases,0.0,THL
2020-01-16,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-16,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-16,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-16,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-16,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-16,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-16,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-16,hospital_district,Åland,cases,0.0,THL
2020-01-17,hospital_district,All areas,cases,0.0,THL
2020-01-17,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-17,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-17,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-17,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-17,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-17,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-17,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-17,hospital_district,Åland,cases,0.0,THL
2020-01-18,hospital_district,All areas,cases,0.0,THL
2020-01-18,hospital_district,Central Finland Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Central Ostrobothnia Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Helsinki and Uusimaa Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Itä-Savo Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Kainuu Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Kanta-Häme Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Kymenlaakso Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Lappi Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Länsi-Pohja Hospital District,cases,0.0,THL
2020-01-18,hospital_district,North Karelia Hospital District,cases,0.0,THL
2020-01-18,hospital_district,North Ostrobothnia Hospital District,cases,0.0,THL
2020-01-18,hospital_district,North Savo Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Pirkanmaa Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Päijät-Häme Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Satakunta Hospital District,cases,0.0,THL
2020-01-18,hospital_district,South Karelia Hospital District,cases,0.0,THL
2020-01-18,hospital_district,South Ostrobothnia Hospital District,cases,0.0,THL
2020-01-18,hospital_district,South Savo Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Southwest Finland Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Vaasa Hospital District,cases,0.0,THL
2020-01-18,hospital_district,Åland,cases,0.0,THL
2020-01-19,hospital_district,All areas,cases,0.0,THL
2020-01-19,hospital_district,Central Finland Hospital District,cases,0.0,THL
